Time,ROOM_10_8E3690E3:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Load [W],ROOM_10_8E3690E3:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_10_8E3690E3:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_10_8E3690E3:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_10_8E3690E3::Des Latent Heat Load [W],ROOM_10_8E3690E3::Des Latent Cool Load [W],ROOM_10_8E3690E3::Des Latent Heat Mass Flow [kg/s],ROOM_10_8E3690E3::Des Latent Cool Mass Flow [kg/s],ROOM_10_8E3690E3::Des Heat Load No DOAS [W],ROOM_10_8E3690E3::Des Sens Cool Load No DOAS [W],ROOM_10_8E3690E3::Des Latent Heat Load No DOAS [W],ROOM_10_8E3690E3::Des Latent Cool Load No DOAS [W],ROOM_10_8E3690E3:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_10_8E3690E3:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_10_8E3690E3:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_10_8E3690E3:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],ROOM_11_1C9851CA:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Load [W],ROOM_11_1C9851CA:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_11_1C9851CA:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_11_1C9851CA:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_11_1C9851CA::Des Latent Heat Load [W],ROOM_11_1C9851CA::Des Latent Cool Load [W],ROOM_11_1C9851CA::Des Latent Heat Mass Flow [kg/s],ROOM_11_1C9851CA::Des Latent Cool Mass Flow [kg/s],ROOM_11_1C9851CA::Des Heat Load No DOAS [W],ROOM_11_1C9851CA::Des Sens Cool Load No DOAS [W],ROOM_11_1C9851CA::Des Latent Heat Load No DOAS [W],ROOM_11_1C9851CA::Des Latent Cool Load No DOAS [W],ROOM_11_1C9851CA:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_11_1C9851CA:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_11_1C9851CA:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_11_1C9851CA:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],ROOM_7_AB183AA5:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Load [W],ROOM_7_AB183AA5:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7_AB183AA5:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7_AB183AA5:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7_AB183AA5::Des Latent Heat Load [W],ROOM_7_AB183AA5::Des Latent Cool Load [W],ROOM_7_AB183AA5::Des Latent Heat Mass Flow [kg/s],ROOM_7_AB183AA5::Des Latent Cool Mass Flow [kg/s],ROOM_7_AB183AA5::Des Heat Load No DOAS [W],ROOM_7_AB183AA5::Des Sens Cool Load No DOAS [W],ROOM_7_AB183AA5::Des Latent Heat Load No DOAS [W],ROOM_7_AB183AA5::Des Latent Cool Load No DOAS [W],ROOM_7_AB183AA5:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_7_AB183AA5:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_7_AB183AA5:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_7_AB183AA5:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],ROOM_8_6173059B:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Load [W],ROOM_8_6173059B:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_8_6173059B:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_8_6173059B:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_8_6173059B::Des Latent Heat Load [W],ROOM_8_6173059B::Des Latent Cool Load [W],ROOM_8_6173059B::Des Latent Heat Mass Flow [kg/s],ROOM_8_6173059B::Des Latent Cool Mass Flow [kg/s],ROOM_8_6173059B::Des Heat Load No DOAS [W],ROOM_8_6173059B::Des Sens Cool Load No DOAS [W],ROOM_8_6173059B::Des Latent Heat Load No DOAS [W],ROOM_8_6173059B::Des Latent Cool Load No DOAS [W],ROOM_8_6173059B:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_8_6173059B:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_8_6173059B:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_8_6173059B:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],ROOM_9_B9CCD289:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Load [W],ROOM_9_B9CCD289:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_9_B9CCD289:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_9_B9CCD289:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_9_B9CCD289::Des Latent Heat Load [W],ROOM_9_B9CCD289::Des Latent Cool Load [W],ROOM_9_B9CCD289::Des Latent Heat Mass Flow [kg/s],ROOM_9_B9CCD289::Des Latent Cool Mass Flow [kg/s],ROOM_9_B9CCD289::Des Heat Load No DOAS [W],ROOM_9_B9CCD289::Des Sens Cool Load No DOAS [W],ROOM_9_B9CCD289::Des Latent Heat Load No DOAS [W],ROOM_9_B9CCD289::Des Latent Cool Load No DOAS [W],ROOM_9_B9CCD289:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Temperature [C],ROOM_9_B9CCD289:HAIFA.AP HEATING DESIGN DAY 99.6% CONDNS DB:Heating Zone Relative Humidity [%],ROOM_9_B9CCD289:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Temperature [C],ROOM_9_B9CCD289:HAIFA.AP COOLING DESIGN DAY 0.4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
01:50:00,0.000000E+00,1.817245E+03,0.000000E+00,1.402090E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.607445E+01,6.182742E+01,2.669886E+01,4.145863E+01,4.004214E+02,1.984010E+03,1.609318E-02,1.530834E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559948E+01,6.322391E+01,2.669822E+01,4.268109E+01,0.000000E+00,1.539489E+03,0.000000E+00,1.187786E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.631307E+01,6.094794E+01,2.669889E+01,4.180905E+01,0.000000E+00,1.776356E+03,0.000000E+00,1.370542E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.617089E+01,6.142662E+01,2.669887E+01,4.150627E+01,0.000000E+00,1.801178E+03,0.000000E+00,1.389694E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.618946E+01,6.135295E+01,2.669887E+01,4.147669E+01
02:00:00,0.000000E+00,1.816603E+03,0.000000E+00,1.401594E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.602456E+01,6.185500E+01,2.669887E+01,4.145641E+01,4.199774E+02,1.978740E+03,1.687913E-02,1.526768E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559946E+01,6.322112E+01,2.669822E+01,4.268701E+01,0.000000E+00,1.535701E+03,0.000000E+00,1.184863E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.629219E+01,6.085918E+01,2.669889E+01,4.181080E+01,0.000000E+00,1.775766E+03,0.000000E+00,1.370086E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.612402E+01,6.144313E+01,2.669887E+01,4.150381E+01,0.000000E+00,1.800422E+03,0.000000E+00,1.389110E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.614229E+01,6.137058E+01,2.669887E+01,4.147455E+01
02:10:00,0.000000E+00,1.815781E+03,0.000000E+00,1.400959E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.597549E+01,6.188829E+01,2.669887E+01,4.145515E+01,4.390251E+02,1.973305E+03,1.764465E-02,1.522574E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559944E+01,6.322936E+01,2.669823E+01,4.269371E+01,0.000000E+00,1.531787E+03,0.000000E+00,1.181843E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.627206E+01,6.077643E+01,2.669889E+01,4.181364E+01,0.000000E+00,1.774984E+03,0.000000E+00,1.369483E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.607801E+01,6.146506E+01,2.669887E+01,4.150237E+01,0.000000E+00,1.799495E+03,0.000000E+00,1.388394E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.609587E+01,6.139410E+01,2.669887E+01,4.147340E+01
02:20:00,0.000000E+00,1.814803E+03,0.000000E+00,1.400205E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592715E+01,6.192717E+01,2.669887E+01,4.145459E+01,4.574594E+02,1.967735E+03,1.838552E-02,1.518275E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559942E+01,6.324690E+01,2.669823E+01,4.270083E+01,0.000000E+00,1.527777E+03,0.000000E+00,1.178749E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.625259E+01,6.069962E+01,2.669889E+01,4.181726E+01,0.000000E+00,1.774040E+03,0.000000E+00,1.368754E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.603276E+01,6.149232E+01,2.669887E+01,4.150166E+01,0.000000E+00,1.798422E+03,0.000000E+00,1.387566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.605008E+01,6.142344E+01,2.669887E+01,4.147294E+01
02:30:00,0.000000E+00,1.813701E+03,0.000000E+00,1.399355E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.587946E+01,6.197152E+01,2.669887E+01,4.145456E+01,4.753003E+02,1.962074E+03,1.910254E-02,1.513908E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559940E+01,6.327218E+01,2.669823E+01,4.270821E+01,0.000000E+00,1.523707E+03,0.000000E+00,1.175609E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.623369E+01,6.062865E+01,2.669889E+01,4.182147E+01,0.000000E+00,1.772964E+03,0.000000E+00,1.367923E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.598820E+01,6.152482E+01,2.669887E+01,4.150152E+01,0.000000E+00,1.797236E+03,0.000000E+00,1.386651E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600487E+01,6.145847E+01,2.669887E+01,4.147300E+01
02:40:00,0.000000E+00,1.812495E+03,0.000000E+00,1.398423E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.583237E+01,6.202118E+01,2.669887E+01,4.145493E+01,4.925756E+02,1.956365E+03,1.979682E-02,1.509502E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559938E+01,6.330387E+01,2.669823E+01,4.271579E+01,0.000000E+00,1.519612E+03,0.000000E+00,1.172449E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.621527E+01,6.056342E+01,2.669890E+01,4.182614E+01,0.000000E+00,1.771777E+03,0.000000E+00,1.367008E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.594427E+01,6.156241E+01,2.669887E+01,4.150182E+01,0.000000E+00,1.795957E+03,0.000000E+00,1.385664E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.596016E+01,6.149909E+01,2.669887E+01,4.147348E+01
02:50:00,0.000000E+00,1.811203E+03,0.000000E+00,1.397427E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.578583E+01,6.207599E+01,2.669887E+01,4.145565E+01,5.093167E+02,1.950629E+03,2.046964E-02,1.505076E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559937E+01,6.334081E+01,2.669823E+01,4.272357E+01,0.000000E+00,1.515510E+03,0.000000E+00,1.169284E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.619728E+01,6.050377E+01,2.669890E+01,4.183119E+01,0.000000E+00,1.770501E+03,0.000000E+00,1.366023E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.590091E+01,6.160494E+01,2.669887E+01,4.150249E+01,0.000000E+00,1.794604E+03,0.000000E+00,1.384620E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.591590E+01,6.154513E+01,2.669887E+01,4.147428E+01
03:00:00,0.000000E+00,1.809844E+03,0.000000E+00,1.396378E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.573979E+01,6.213575E+01,2.669887E+01,4.145667E+01,5.255557E+02,1.944881E+03,2.112227E-02,1.500641E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559935E+01,6.338196E+01,2.669823E+01,4.273157E+01,0.000000E+00,1.511416E+03,0.000000E+00,1.166125E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.617966E+01,6.044954E+01,2.669890E+01,4.183656E+01,0.000000E+00,1.769153E+03,0.000000E+00,1.364983E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.585808E+01,6.165225E+01,2.669888E+01,4.150349E+01,0.000000E+00,1.793194E+03,0.000000E+00,1.383532E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.587205E+01,6.159640E+01,2.669887E+01,4.147539E+01
03:10:00,0.000000E+00,1.808343E+03,0.000000E+00,1.395219E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.569423E+01,6.220026E+01,2.669887E+01,4.145796E+01,5.413232E+02,1.938987E+03,2.175596E-02,1.496093E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559934E+01,6.342647E+01,2.669823E+01,4.273979E+01,0.000000E+00,1.507262E+03,0.000000E+00,1.162920E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.616236E+01,6.040056E+01,2.669890E+01,4.184220E+01,0.000000E+00,1.767663E+03,0.000000E+00,1.363833E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.581573E+01,6.170413E+01,2.669888E+01,4.150476E+01,0.000000E+00,1.791655E+03,0.000000E+00,1.382344E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.582857E+01,6.165274E+01,2.669888E+01,4.147674E+01
03:20:00,0.000000E+00,1.806714E+03,0.000000E+00,1.393963E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.564910E+01,6.226931E+01,2.669887E+01,4.145947E+01,5.566476E+02,1.932970E+03,2.237184E-02,1.491450E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559932E+01,6.347358E+01,2.669824E+01,4.274824E+01,0.000000E+00,1.503061E+03,0.000000E+00,1.159679E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.614534E+01,6.035662E+01,2.669890E+01,4.184807E+01,0.000000E+00,1.766044E+03,0.000000E+00,1.362584E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.577384E+01,6.176040E+01,2.669888E+01,4.150628E+01,0.000000E+00,1.789999E+03,0.000000E+00,1.381066E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.578542E+01,6.171392E+01,2.669888E+01,4.147832E+01
03:30:00,9.989473E+00,1.804960E+03,4.015631E-04,1.392609E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.560440E+01,6.234268E+01,2.669888E+01,4.146120E+01,5.715544E+02,1.926827E+03,2.297094E-02,1.486711E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559931E+01,6.352263E+01,2.669824E+01,4.275691E+01,0.000000E+00,1.498814E+03,0.000000E+00,1.156402E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.612858E+01,6.031752E+01,2.669890E+01,4.185414E+01,0.000000E+00,1.764298E+03,0.000000E+00,1.361237E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.573238E+01,6.182086E+01,2.669888E+01,4.150802E+01,0.000000E+00,1.788228E+03,0.000000E+00,1.379700E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.574259E+01,6.177976E+01,2.669888E+01,4.148011E+01
03:40:00,1.902752E+01,1.803084E+03,7.648133E-04,1.391162E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559992E+01,6.228267E+01,2.669888E+01,4.146311E+01,5.860667E+02,1.920569E+03,2.355418E-02,1.481882E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559930E+01,6.357309E+01,2.669824E+01,4.276579E+01,0.000000E+00,1.494525E+03,0.000000E+00,1.153092E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.611204E+01,6.028308E+01,2.669890E+01,4.186039E+01,0.000000E+00,1.762429E+03,0.000000E+00,1.359795E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.569132E+01,6.188531E+01,2.669888E+01,4.150997E+01,0.000000E+00,1.786345E+03,0.000000E+00,1.378247E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.570005E+01,6.185004E+01,2.669888E+01,4.148208E+01
03:50:00,3.168931E+01,1.801091E+03,1.273707E-03,1.389624E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559992E+01,6.222096E+01,2.669888E+01,4.146521E+01,6.002045E+02,1.914204E+03,2.412237E-02,1.476970E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559929E+01,6.362447E+01,2.669824E+01,4.277487E+01,0.000000E+00,1.490199E+03,0.000000E+00,1.149755E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.609570E+01,6.025307E+01,2.669890E+01,4.186679E+01,0.000000E+00,1.760443E+03,0.000000E+00,1.358262E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.565066E+01,6.195354E+01,2.669888E+01,4.151211E+01,0.000000E+00,1.784356E+03,0.000000E+00,1.376712E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.565780E+01,6.192457E+01,2.669888E+01,4.148421E+01
04:00:00,4.700146E+01,1.798987E+03,1.889120E-03,1.388001E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559989E+01,6.217440E+01,2.669888E+01,4.146746E+01,6.139859E+02,1.907738E+03,2.467623E-02,1.471981E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559928E+01,6.367639E+01,2.669824E+01,4.278414E+01,0.000000E+00,1.485841E+03,0.000000E+00,1.146392E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.607954E+01,6.022732E+01,2.669890E+01,4.187332E+01,7.406437E+00,1.758344E+03,2.978013E-04,1.356643E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.561036E+01,6.202538E+01,2.669888E+01,4.151442E+01,6.500895E+00,1.782265E+03,2.614492E-04,1.375099E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.561580E+01,6.200314E+01,2.669888E+01,4.148650E+01
04:10:00,6.495197E+01,1.796868E+03,2.610572E-03,1.386366E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559987E+01,6.214152E+01,2.669888E+01,4.146987E+01,6.274262E+02,1.901324E+03,2.521639E-02,1.467032E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559927E+01,6.372850E+01,2.669824E+01,4.279360E+01,0.000000E+00,1.481545E+03,0.000000E+00,1.143078E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.606352E+01,6.020571E+01,2.669890E+01,4.187998E+01,1.587417E+01,1.756231E+03,6.381305E-04,1.355012E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559995E+01,6.199969E+01,2.669888E+01,4.151689E+01,1.562914E+01,1.780169E+03,6.283251E-04,1.373482E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.559996E+01,6.199705E+01,2.669888E+01,4.148894E+01
